Prefix,Status,Children,VRF,Utilization,Tenant,Site,VLAN,Role,Description,ID,Prefix (Flat),VLAN Group,Pool,Marked Utilized,Tags,Created,Last updated,Depth
10.100.4.240/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 15 på TOR6,709,10.100.4.240/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.0/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 16 på TOR6,710,10.100.5.0/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.16/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 17 på TOR6,711,10.100.5.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.32/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 18 på TOR6,712,10.100.5.32/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.48/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 19 på TOR6,713,10.100.5.48/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.64/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 20 på TOR6,714,10.100.5.64/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.80/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 21 på TOR6,715,10.100.5.80/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.96/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 22 på TOR6,716,10.100.5.96/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.112/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 23 på TOR6,717,10.100.5.112/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.128/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 24 på TOR6,718,10.100.5.128/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.144/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 25 på TOR6,719,10.100.5.144/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.160/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 26 på TOR6,720,10.100.5.160/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.176/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 27 på TOR6,721,10.100.5.176/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.192/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 28 på TOR6,722,10.100.5.192/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.208/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 29 på TOR6,723,10.100.5.208/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.224/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 30 på TOR6,724,10.100.5.224/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.5.240/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 31 på TOR6,725,10.100.5.240/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.6.0/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 32 på TOR6,726,10.100.6.0/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.6.16/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 33 på TOR6,727,10.100.6.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.6.32/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 34 på TOR6,728,10.100.6.32/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:26,2
10.100.8.0/22,Active,34,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),Game Servers,gameserver rack 3,569,10.100.8.0/22,npflan-gameserver,True,False,,2017-10-01 00:00,2018-10-04 20:08,1
10.100.8.16/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 1 på TOR7,729,10.100.8.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.32/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 2 på TOR7,730,10.100.8.32/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.48/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 3 på TOR7,731,10.100.8.48/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.64/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 4 på TOR7,732,10.100.8.64/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.80/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 5 på TOR7,733,10.100.8.80/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.96/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 6 på TOR7,734,10.100.8.96/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.112/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 7 på TOR7,735,10.100.8.112/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.128/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 8 på TOR7,736,10.100.8.128/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.144/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 9 på TOR7,737,10.100.8.144/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.160/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 10 på TOR7,738,10.100.8.160/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.176/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 11 på TOR7,739,10.100.8.176/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.192/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 12 på TOR7,740,10.100.8.192/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.208/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 13 på TOR7,741,10.100.8.208/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.224/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 14 på TOR7,742,10.100.8.224/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.8.240/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 15 på TOR7,743,10.100.8.240/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.0/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 16 på TOR7,744,10.100.9.0/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.16/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 17 på TOR7,745,10.100.9.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.32/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 18 på TOR7,746,10.100.9.32/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.48/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 19 på TOR7,747,10.100.9.48/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.64/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 20 på TOR7,748,10.100.9.64/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.80/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 21 på TOR7,749,10.100.9.80/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.96/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 22 på TOR7,750,10.100.9.96/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.112/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 23 på TOR7,751,10.100.9.112/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.128/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 24 på TOR7,752,10.100.9.128/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.144/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 25 på TOR7,753,10.100.9.144/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.160/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 26 på TOR7,754,10.100.9.160/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.176/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 27 på TOR7,755,10.100.9.176/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.192/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 28 på TOR7,756,10.100.9.192/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.208/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 29 på TOR7,757,10.100.9.208/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.224/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 30 på TOR7,758,10.100.9.224/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.9.240/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 31 på TOR7,759,10.100.9.240/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.10.0/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 32 på TOR7,760,10.100.10.0/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
10.100.10.16/28,Reserved,0,NPFLAN (npflan),0.0%,,npflan,Gameservers instans iper (100),gameserver-net,Gameserver net for server ip i port 33 på TOR7,761,10.100.10.16/28,npflan-gameserver,False,False,,2017-10-13 00:00,2017-10-13 13:27,2
